Brand,Comments,Labels
Careem,"Humein dou saal se ziyda hogya Careem use krtay howay , Ek bar bs 50 ka credit diya tha baqi kuch nai",Neutral
Careem,Hum ne bhi boht ride ki thi or sath gold status poora kiya tha. bohot faidah hua tha,Very Positive
Careem,careem credit ka mtlb hai k jeetne walon ko kuch be nahee mila apna paisa khud he wapis be ly rahay hain. Baywaqoof bana rahay hai ye awam ko,Very Negative
Careem,Hamara naam Q nahi aya ye to ghalat hay..,Negative
Careem,Boht jald bori bistar goal hony wala ha in logo kaa,Negative
Careem,hamein hamesha bohot acha jawab mila hai careem se,Very Positive
Careem,inse koi muqabla nahi karsakta sabse achi khidmat hai inki,Very Positive
Careem,Captains ko kuch na Mila magar saarif ko sub do Jo log khidmat kar rahy hain unko bonus bhi bohat Kam Kar Diya hai,Negative
Careem,mera ek bar mobile chori hogaya careem ne mujhe wapsi dilwadiya dusra,Positive
Careem,bohot acha kaam hai ye ham chahte hain k ye karachi or hyderabad mein bhi ajye,Very Positive
Careem,ham apne dosto k sath nahi khelte. hamein dosti par bharosa hai,Positive
Careem,pta ni kisko tohfe miltjatey hain.. mein bohot istemaal karchuki hun inko kuch nh dete ye,Negative
Careem,"Jitna marzi lalach de do, awam ab tmhre dhoky me nahi any wali",Negative
Careem,Dosti nibhaein dubai jayen. hamein yaad rakhein,Positive
Careem,mein pichley chaar dino se apke daftar par call kar rahi hun koi nhi utha raha. ye ghalat hai,Negative
Careem,ham layen hai is baar apne doston k liye kuch khaas or sab k liye hai mithaas,Very Positive
Careem,yahan pe captain ro rahe hain unka haq mara ja raha hai our ye saarif ko Dubai ki lalach de rahe hain,Negative
Careem,Ya hai is ka frud jo kar raha hai sab k sath,Negative
Careem,Ap pareshan na hon. Hum apka masla jald az jald hall karain gain,Positive
Careem,mein jab apni gari register karwaney gaya tha tou wo alreaedy hui vi thi. mujhe kaafi faidah milgaya os se,Positive
Careem,hamare puraney yaaro sath hou tou esa. na kabhi ham bhooley hain or na kabhi aap bhoolenge,Neutral
Careem,Jab extra amount cut jati hai tou email kar k kuch pese vapas hojate hain. zabardast,Positive
Careem,ham apki purani mohabbat ka bhi khayal rakhte hain dosto,Positive
Careem,Ab bas bhi kardein or chalein hamary sath ek achy safar ki shuruat,Very Positive
Careem,Careem walo. Iski shirt utarwa k pics banwao ta k humen yaqeen ho k ap ne kidneys ni nikali .!,Neutral
Careem,apki yaad arahi hai. ayen or careem se faide uthaen. ham sabka khayal rakhte hain,Very Positive
Careem,dubai ki aney janey ki tickets mil rahi hain tou ham zaroor apka faidah uthaenge,Positive
Careem,bohot wakt hogaya hai. ab isko istemal mein layen or payen mugt inamat,Positive
Careem,sabko moka farahm hai yahan kamaney ka. achi cheez hai ye sab k liye,Positive
Careem,careem dhoke ka dusra naam hai,Negative
Careem,bahar mulko mein yahan achi chalti hai careem or sab asani se hojata hia,Positive
Careem,naraz ho? hamein ek or mauka tou do apki khushi k liye,Neutral
Careem,Ye creem waly to qabar mai b kisi ko maaf nahi karty honge,Negative
Careem,De diya aaj mauka khushi hui hamein sun kar,Positive
Careem,Pehly konsa mila tha jo dubara jeetne ki koshish karein ham,Positive
Careem,sudhar jao ghareeb logon ka haqq nahi khao barai mehrbani,Positive
Careem,is tarha ki khidmat bohot kam milti hia. badal raha hai pakistan acha lag raha hai,Positive
Careem,jeeto cash karo aish. mehnat mein hai azmat sab k liye,Positive
Careem,"Beqar hoti jarahi Hy , call center beqar hai inka",Negative
Careem,mujhe shikayat karni hai kahan par karun koi bata sakta hai? ye log jawab hi nh dete kahin bhi,Negative
Careem,meine bohot suna hai apke barey mein. lagta hai mujhe bhi istemal mein lana parega app ko,Neutral
Careem,captain bichara rulta bhi bht hai or hasil kuch nahi hota,Negative
Careem,sabki apni apni raye hai lekin mein ye manta hun k pakistan mein is se achi koi nahi hai,Negative
Careem,ab tou woh khud dene aa rahein hein tohfe,Neutral
Careem,Masoom bachi ka b sb mazak bana rhy hain. Sharam ani chye,Negative
Careem,mujhe beech rastey mein utaardiya gaya. bht ghalat kiya or batameezi bhi ki gyi mere friends k sath,Very Negative
Careem,kya aap 5 logo ko allow kab karne lagenge? is masley ko theek karein,Neutral
Careem,"Fikar nahi karain, hum aap ko mayus nahi karengay",Neutral
Careem,bht jald ham pakistan k har koney mein khidmaat paish karenge,Positive
Careem,aaj se aap khana bhi mangwaen sirf kuch hi paison mein. acha khaen jaldi mangwaen,Positive
Careem,Srf apna faida dkhty h kitny logo ko berozgar KR RHA h careem,Negative
Careem,Sharam karo creem walo captains ke paise kha kar foundation ko day rehe ho or who sara din sarkon par khawar ho rahe hayn,Very Negative
Careem,Buht fazoll harkat ki hy careem ne helpline ka mauka khatam kr ky,Very Negative
Careem,yee compny wale kisi pe rahem nahe khrte sab ke sath frud karte he apne caption ke sath be or costemr ke sath be,Very Negative
Careem,ye jo apne call center me call krne ka tareeka badla haina ye bara dard e sar bna hua hai,Negative
Careem,mujhe bohot acha jawab mila hai hamesha. mein khush hun is se,Very Positive
Careem,mein kabhi bhi late nahi pohuncha jab jab careem se gaya hun,Positive
Careem,careem ne kaafi behtar kardiya hai hamary liye yahan akar,Positive
Careem,itna samjhany k baad bhi pata nahi Q hamari ki hui jagah par wakt par nh pohnch paty,Negative
Careem,mere sath ye bohot dafa hua hai k driver patrol dalwany rukta hai or mere paise barh jatey hain,Neutral
Careem,Logon ki betiyon ko or beton ko bs ghr sy bhagny k treekay btata hai careem,Negative
Careem,is captain ko pehchan ly ye banda creem ride start kiey baghair hi ride py jata hy or customers se zayada se zayada pese wasool krta hy,Negative
Careem,Ap tou kisi key msg Ka ka jawab dena be gawara nai samjtey,Very Negative
Careem,Jitney Tum Log Chooran Manjaan Dete Ho Utneey Ho Nahin Bhai Nahin Aaya Karo Itne Upaar Se,Neutral
Careem,Tm khoon chosna band karo take hum doaron ko dee khoon,Negative
Careem,Or jab kisi ghareeb ko chaeye ho to zaleel karwatay hai ye log,Negative
Careem,kabhi kabar acha kaam bhi karte hain aap,Positive
Careem,bhaiyya ab asal faida hua na free whatsapp ka,Positive
Careem,Bakwaas log hai. maslay to insay hal nahi hotay,Very Negative
Careem,5 br shikayat kr chka hu aik masley ki sahi tra s help hi nahi krty swal kro jwb kch r mlta h,Negative
Careem,Careem rikshaw mai driver ride accept nae kartay 4 rides tabdil honey kai baad ride milti hai kaafi time zaaya hota hai. Specially raat Mai yeh ziada tang kartay hain,Negative
Careem,sirf saarfein he nai tang ham Careem captain b in se tang aa gaye hain.,Very Negative
Careem,Carem vala mera bag le kr bhag gya,Negative
Careem,"Lut'te raho ge awaaam ko, or kya hoga",Negative
Careem,mein kaafi time se istemal kar raha hun mujhe bht fawaid milte hain,Positive
Careem,do so ki sawari lakhoon ki khawari,Negative
Careem,loo bhai inko khud b nai pata,Negative
Careem,Yeh sub darame bazi hai,Negative
Careem,Koi faida nahi hai careem 3rd class service hai,Very Negative
Careem,Ya hui na baat ab shayad call na krni pry zabardast,Positive
Careem,meine faidah uthaya hai kaafi bar packages ka,Positive
Careem,mujhe sasta parhta hai ana jana,Positive
Careem,pehle se ab kaafi asaani hogyi hai pakistan mein,Positive
Careem,jo log chal phir nahi sakte un k liye kaafi faideman hai ye careem,Positive
Careem,Pehle yahi package or bhi sasta tha. Ab aisa karain is package ko or mehanga kardain or kahain ab is se sasta or kia,Neutral
Careem,larkiyon k liye ye mehfooz nahi hai,Negative
Careem,agar esa hi hota raha tou awaam ko sahooliyat milti rahengi,Positive
Careem,itne time baad koi acha package dekha hai,Positive
Careem,Krdi na mehngai ap logon nay b,Negative
Careem,khabardaar! yeh jald hi bhagnay walay hain is liye jo milta hai lapait rahay hain,Negative
Careem,ab aap honge tayyar haseen or kam paiso ki sawari k liye,Very Positive
Careem,ye bhi ek nemat hai insan ki khidmat karna,Positive
Careem,inki baton mein koi sadakat nahi hai,Positive
Careem,"Mai btana chah ra hun k kuch b dikhaya jaa sakta hai, yakeen nahi raha ab in par",Positive
Careem,soo baat ki ek baat careem poori koshish karti hai hamein asani deine ki,Positive
Careem,mein berozagaar tha mujhe careem ne bachaliya,Positive
Careem,"hum ne apne Captains ke bachon ki taaleem mein un ki madad ki,",Positive
Careem,"Kal ki jeet par hamari treat, ayen isey hasil karne ka mauka paen",Very Positive
Careem,aajkal achy captains any lagy hain pehle se,Positive
Careem,inki gariyan kaafi achi aati hain ab,Very Positive
Careem,kamaal karte hain aap kabhi kabar promos dekar,Positive
Daraz,"mujhe ek bartan toota hua mila hai, ab unka jawab bhi nh araha",Negative
Daraz,ab Daraz pe se kuch karna nehayat hi asan,Very Positive
Daraz,hamary paas kaafi behtar cheezein hain pehle se,Very Positive
Daraz,jootey hamesha chotey barey le atey hain aap. kabhi wo mila hi nh jo mujhe chahye,Very Negative
Daraz,koi shikayat nahi hai bht acha kaam karte hain aap,Very Positive
Daraz,mujhe tou hamesha cheezein wakt par hi mili hain,Very Positive
Daraz,itne paison mein or baki jagah k lihaz se daraz ki quality mein koi shak nh hai,Very Positive
Daraz,ek acha teamwork dikhatey hain aap loug,Very Positive
Daraz,daraz ki sargarmiyan hamesha se logon k liye faidemand rahi hain,Very Positive
Daraz,mein apko batadun agar daraz se koi ghalat cheez ayegi tou apko paiso k bajai dobara dusri cheez bhejenge wo phir se,Positive
Daraz,11 feesad farokht k baad bhi cheezein bht mehengi derahy hain aap,Very Negative
Daraz,aap bas dhokebaaz hain,Very Negative
Daraz,sahi jawab deine par payein ek se barh kar ek inaamat,Positive
Daraz,bilkul theek nishaney par hain aap,Positive
Daraz,mene jo bursh order kiye mujhe wo nhi mily muje dosry dye. nhi chahye ye moje,Negative
Daraz,Aaj b mari lipsticks b gundi bhji hen,Negative
Daraz,is bar daraz laya hai khaas. yakeenan is k liye hoga sabar apko hamary sath,Positive
Daraz,meien tripod mangwaya hai or mere paas inhon ne minipod lakar dediya,Negative
Daraz,bht achi cheez hai ghr bethe bethe sab miljata hai,Very Positive
Daraz,dil se magwayi hui cheez kabhi kharab nh nikalti,Positive
Daraz,mein dekh raha hun din ba din apki cheezein behtar hoti jarai hain,Very Positive
Daraz,umeed hai hamesha ese hi achi chezein paenge ham sab,Positive
Daraz,awaam ko pagal mat banao,Negative
Daraz,wohi 2 hazar kam kiye hongy jo barha diye thy,Neutral
Daraz,tussi cha gye ho har jagah,Very Positive
Daraz,bewakoof banana band karo,Very Negative
Daraz,mubarak ho bhayya,Positive
Daraz,meine apna kaafi sara wakt bachaya hai is se,Positive
Daraz,is mukabley ko jeetne par payein muft inamaat,Positive
Daraz,lootna band karo. haram ka paisa nahi hia hamarey paas,Very Negative
Daraz,sirf paise ki barbaadi hai,Negative
Daraz,dikhaty kuch hain or dete kuch or hain,Negative
Daraz,jab shikayat karo tou agey se behes kartey hain,Negative
Daraz,bahat acha jawab milta hai,Very Positive
Daraz,wakt se pehle cheezein ajati hain mere paas tou,Positive
Daraz,hamesha se masla raha hai logo ko har cheez se,Negative
Daraz,daraz se behtar or tou kuch bhi nahi hai,Negative
Daraz,free shipment ka maza lijiye to deyr kis baat ki,Positive
Daraz,"kesa guzar raha hai apka din, umeed hai kheriyat se honge",Positive
Daraz,inbox kijea agar app ne koi issue face kiya hai tou hum usy hal karengy.,Positive
Daraz,hamary sath jurey rehne ka bohot shukria,Positive
Daraz,acha laga apka jawab sunkar,Positive
Daraz,ayen hamary sath khushiyan bantein,Positive
Daraz,apki khushi mein hai hamari khushi,Positive
Daraz,koi shak nahi achi cheezein mili hain is bar mujhe,Positive
Daraz,umeed hai hamari rehnumai mein mazeed izafa hoga,Positive
Daraz,ek tou cheez ghalat bheji oper se jitni kahin thin os se kam nikli,Positive
Daraz,aaplog bohot acha kam kar ry ho dosto,Very Positive
Daraz,taklif k mazzrat chahengy agli bar shikayat ka mauka nahi milega apko,Neutral
Daraz,un logon nay mere sath dhoka kya aur ab easy paisa par ilzaam laga rahay hain ke unhon nay raqam nahi bheji,Very Negative
Daraz,ek din mein tou aaj tak koi cheez nahi ayi,Negative
Daraz,mera kaafi acha tajarba hai daraz walo k sath,Very Positive
Daraz,mazrat chatay hain mohtarma es hwalay sy apka masla hal kardea hai,Positive
Daraz,bari baat hai itna sab kuch kese karlete ho aap log,Neutral
Daraz,shayad duniya ka sab se ziyada aaraam da toshak hai! mujhe kuch saal pehlay mil gaya hai aur ab bhi is se mohabbat hai,Positive
Daraz,is mukabley mein hissa lein or khuskismat walon k liye hain inamaat,Positive
Daraz,hamein acha laga apne hamein samjha,Positive
Daraz,Koi banda kch na khareedy paise zaya hojaenge,Negative
Daraz,Pechli dafa 2 number cheez mili thi,Negative
Daraz,ab hum bank al falah riayat haasil karne ke liye –apne order ko nah to rokkk satke hain aur nah hi usay mansookh kar saktay hain. is ki intehai mayoosi hai,Very Negative
Daraz,bazaar se kaafi sasti cheezein miljati han mujhe daraz se,Positive
Daraz,"ab tak ki sab se kharab riayat, daraaz sirf khud hi apni taraf se mana rahy hain",Negative
Daraz,"daraaz se kuch bhi nah khareedain, un ki wapsi ki policy tabdeel kar di gayi hai aur bad tareen",Very Negative
Daraz,kam wakt mein kam poison mein ghr bethe bethe. or kya chahye,Negative
Daraz,mujhe lag raha hai mere puri tankhwa daraz par khareedari mein chali jaeygi. bht lajawab cheez hai larkiyon k liye khaas kar k,Very Positive
Daraz,Jb log ankhon k samny frauds krty hain tu kaisy koi yakeen kry k online kharedari main frauds nhi kry ga,Negative
Daraz,barey shehron k liye kafi mufeed hai ye,Very Positive
Daraz,ali express zadah sasta hai or acha bhi hai,Very Positive
Daraz,Baqwas chezy plz kuch na Lena in daraz walo se,Negative
Daraz,itnay ziyada reayati aur aasaan andaaz mein kharidari ka kya umdah plate form hai,Very Positive
Daraz,ab tak ki sab se achi sale hai ye,Very Positive
Daraz,abhi tak ka safar tou acha raha hai mera daraz k sath,Positive
Daraz,kamal ki baat hai. mehengai k dor mein yahan sasta saman mil raha hai,Positive
Daraz,mujhe poora bharosa hai achi khuwahish rakhne par achi cheez milegi.,Very Positive
Daraz,dhoka sirf dhoka,Very Negative
Daraz,sirf dikhawey k liye kartey hain ye log,Negative
Daraz,meine is se pehle inko itni mehnat karte hue kabhi nhi dekha. zabardast,Positive
Daraz,jitna kamaya hai utna lagaya bhi hai koi shaq nahi,Positive
Daraz,Ghanta kam hoga,Negative
Daraz,apne pasand ki cheez dhoondein or bhi asaani se,Positive
Daraz,q pareshan hoty ho apne budget k liye? ab pehle cheez payen phir pesa dein,Positive
Daraz,abhi daraz mein easypaisa k zariye paise jama karwaen or paen dhero inaamat,Positive
Daraz,is offer ne tou mere chaar chaand lagadiye,Very Positive
Daraz,meine apni shaadi ki khareedari takreeban yahin se ki hai munasib chezein hain,Positive
Daraz,umeed hai is baar jeet meri hogi. bht wakt se mein kharedari karta hua araha hun,Positive
Daraz,shuruaat kapron se hui thi inki or aaj dekho kahan par hain ye,Positive
Daraz,hamaray safar ke saathi aap ki zindagi ko aassan bananay ke liye yahan mojood hain,Positive
Daraz,kya aap is ki wazahat kar satke hain mera cart tayyar hai lekin jab mein ny shipping fees dekhi to mein khaufzadah hogaya,Neutral
Daraz,apki cheez mein or bahar ki cheez mein din raat ka farak hai,Neutral
Daraz,ham ese hi khush hain,Positive
Daraz,hamaray paas aap ke safar ke akhrajaat poooray aik saal ke liye shaamil hain .,Positive
Daraz,kuch cheezein mere pas expire ayi hian,Negative
Daraz,mujhe kabhi masla nahi hua. sukoon cheez hai dara kahin bhi beth kar chezein khareedo,Positive
Daraz,nihayat hi ghatia service hain daraaz ki paisay le kar samaan nahi bhaijtay customer ko pareshan karna hi inka pesha hai,Very Negative
Daraz,khaney peeney ki cheezein bhi bht mehengi hain idhar tou,Very Negative
Daraz,apne ghar ko jis terhan se chahtay ho usay dobarah sajayein aur agli bar apne ghar mein doston ke sath mil kar khushi paen,Positive
Daraz,meri chezein khatam kardi gayin or mujhe is bat ki khabar ek maheena baad batayi,Negative
Daraz,koi nahi bachega yahan se,Neutral
Daraz,hum aap ke kalaam se behad khush hain,Very Positive
Daraz,ye sab jhoot hai koi nhi jeeta esa kuch,Negative
Daraz,har taraf inhi ki chamchagiri horahi hai,Neutral
Daraz,bohot bari dramey baazi karte hain ye log,Very Negative
Daraz,mere sath tou acah sulook rakha hai inhon ne,Positive
Daraz,daraaz wallet ke sath kharidari bohat saaray fawaid ke sath hoti hai,Very Positive
Daraz,yaqeen nahi hai ke kaisay shuru karen? aap ko yeh samajhney mein madad ke liye hamaray paas aik tareeka mila hai,Neutral
Daraz,mutmeyn rahein or sabar karein. miljaega sabko kuch khaas,Very Positive
Daraz,aap ka waqt ab shuru hota hai. apne missions ko mukammal karen aur bara jeetnay ka mauqa haasil karen,Very Positive
Daraz,Dushwari kay liye behadd ma'azrat,Neutral
Daraz,iske liye tou bilkul farigh banda chahye,Neutral
Daraz,mein kabhi bhi na karun ese wakt barbaad,Neutral
Daraz,is company mein tankhwa bht kam dete hain. pareshani wala kaam hai,Very Negative
Daraz,bera gharak ho daraz walo ka,Very Negative
Daraz,mere dost ke paise barha charha kar bataye thy ek baar inhon ne,Neutral
Daraz,apni ghalti par inka koi jawab nh aata,Negative
Daraz,apni zindagi mein hojaen zindagi ka sabse bara tajurba hasil karne k liye tayyar,Positive
Daraz,daraz waly kharab nahi. unke andar k loug jiska daraz ko bhi nahi pata wo log inka naam duba rahy hain,Negative
Daraz,Daraz py jo select kro us ki jaga pr or chez bejh te hai main ne bhi dhoka khaea hai ap please muhtat rehna,Very Negative
Daraz,khuli ankhon se dhoka hai ye,Negative
Daraz,hamesha bharosa kar k cheezein mangwae hain. kabhi masla nhi hua,Very Positive
Daraz,sabar karne k baad cheez achi hi milti hai,Positive
Daraz,hamaray sath barah e raast shamoliat ikhtiyar karen kyunkay hum tajaweez aur trkibin banttay hain ke aap is mein se ziyada se ziyada faida athaskte hain,Positive
Daraz,hamehsa khush kardeta hai daraz,Very Positive
Daraz,apke pasandeeda chezein ab or bhi kam paison mein,Positive
Daraz,hamary khayal se aap bhi kaafi achy hain,Very Positive
Daraz,kuch tafrehi kaarobar aap ke liye hain kyun ke hum Pakistan ki sab se barri farokht mein gintay hain,Positive
Daraz,daraz k numainde apna kaam bilkul theek se karte hain,Very Positive
Daraz,is mukabley ko jeetne k baad turkey aney janey ka ticket bilkul muft,Positive
Daraz,aap ki fashion ki tamam zaroriat ke liye one stop manzil ka taaruf .,Positive
Daraz,Sb sy ghteya tareen service jo order Kia jata hy woh kabhi bhe nhi milta sirf lutny k leay hy yah app or is app ko chalany waly log,Very Negative
Daraz,inse bach kar rahein,Neutral
Daraz,hamaray adaigi ke shiraakat daaron ko muta-arif karwa raha hai! aap ke liye kharidari ka safar aassan bananay ke liye yahan .,Neutral
Daraz,ye kehte hain cheezein wapas hojaengi lekin nahi hotin,Negative
Daraz,saal ki sab se barri farokht ke liye apni khwahish ki cheezein pur karen,Positive
Daraz,ham apke alfaaz se behad khush hain,Very Positive
Daraz,ham tak pohunchne k liye apka shukria,Positive
Daraz,mohim or sab kuch bht zabardast lag raha hai,Very Positive
Daraz,intikhabi kharidari hi cheezon ko kharab kardey gi .,Negative
Daraz,hamari puri koshish hai k ham sabko khush rakhein,Positive
Daraz,kaafi achi soch hai apki,Positive
Daraz,fori pegham rasani ke zareya apne kharidari ke tajarbay ko aasaan banayen !,Positive
Daraz,sun kar acha laga apki baton ko,Positive
Daraz,aap bilkul theek rastey par hain,Positive
Daraz,hamein acha laga apne hissa liya,Positive
Daraz,hamesha se acha tajurba tha lekin pichli bar kuch khaas nahi aya mere paas,Neutral
Daraz,aap tou kamyaabi ki misaal hain,Positive
Daraz,har bar khush kardete hain aap,Positive
Loreal,mein kaafi wakt se yehi istemal karti arahi hun behtreen hai,Very Positive
Loreal,har kisam k balon k liye acha hai,Positive
Loreal,baloun k ilaaj k liye bht acha hai loreal,Very Positive
Loreal,keemat zadah hai lekin acha kaam dikhata hai,Neutral
Loreal,sabse behtreen hai ye,Positive
Loreal,ye naya hai or pehle se behtar bhi,Positive
Loreal,apka last jo show hua tha bht acha laga hamein,Very Positive
Loreal,apke iski kaafi achi kisam hain,Positive
Loreal,asani se lag jata hai,Positive
Loreal,bilkul kam wakt mein kaam hojata hai,Positive
Loreal,bohot faidah hai balon ki sehat k liye,Very Positive
Loreal,meine sab azmaa kar dekh liya koi asar nahi ka raha ab,Negative
Loreal,dikhne mein bhi khoobsorat hain,Positive
Loreal,wafadari se lutf andoz hon,Positive
Loreal,ye hamara wada hai dhoka nahi milega kabhi apko hamari taraf se,Negative
Loreal,baloun ki jarh or mazboot horah hai,Positive
Loreal,mein jesa chahti hun wesa nahi hota kabhi,Negative
Loreal,"apne balon se wafadar raho, loreal k sath",Positive
Loreal,apnr kareebi salon ki taraf barhein or paen bilkul muft pehla appointment,Positive
Loreal,baloun k mahireen se mulakat karein behtari k liye,Positive
Loreal,in mein tou kuch zadah hi protein hai,Positive
Loreal,baloun ka wazan barha deta hai araam se,Positive
Loreal,bohot dino baad kuch acha aya hai,Positive
Loreal,isko ek bar lagao phir straightner ki bhi zaroorat nahi paregi,Positive
Loreal,ab pehlay se ziyada reshmi baal payen. badam k tail k istemal se,Very Positive
Loreal,lagta hai balo mai aag laga dega,Positive
Loreal,mujhe nahi lagta ye mere baloun par asar karega,Negative
Loreal,wakt achuka hai apne baal pehle se or behtar karein,Positive
Loreal,pakistan mein pehli bar larkey or larkiyon ko sikhany ka moka faraham kiya jaraha hai,Positive
Loreal,ab paen teen ki takat ek hi mein,Positive
Loreal,baloun ki dekh bhaal ka behtreen tajurba karein,Very Positive
Loreal,"ye balon ki hydration ko behtar aur barqarar rakhta hai, is ki saakht ko mazboot karta hai aur usay naram aur chamakdar chore deta hai .",Very Positive
Loreal,lambe arse tak baal theek kardeta hai,Positive
Loreal,kharab baloun se larhne ki jido jahad se nijaat paen ye istemal karne k bad,Positive
Loreal,mujhe apki cheezin pasand hain,Positive
Loreal,behtreen salon hain apke,Very Positive
Loreal,kuch bhi puchna ho ya masla paish karna ho hamse fori rabta karein,Positive
Loreal,sirf salon maahir hi apke balon ke sath sahih tareeqay se sulooq karna jantay hain,Positive
Loreal,hamaray salon maahir ka dora karkay taaza tareen tareekon par amal karen,Positive
Loreal,ab har jagah jana behad asaan,Positive
Loreal,baloun se aap k andar jazba paida hota hai baat karne ka,Positive
Loreal,baal ese hon k har koi tareef karey apki,Positive
Loreal,ham shaadi k is mosam mein baanaenge apko or bhi khaas,Positive
Loreal,qudrati nikhaar agaya hai mere baloun mein,Positive
Loreal,rangon mein wo rang kahan jo rang loreal mein hai. zabardast kardeta hai,Positive
Loreal,meine ek bar lagaya mujhe bilkul bhi samjh nahi aya,Negative
Loreal,bht hi teekhi smell hai zadah chemical istemal use hue ve hain,Positive
Loreal,khobsoorat baloun k sath nikherein,Positive
Loreal,ye ek bar istemal karne k baad mere baal pehle se bhi zadha kharab hogye,Negative
Loreal,kaafi achi technique hai ye wali,Positive
Loreal,achi cheez bht mehngi dete hain aap,Negative
Loreal,baloun ka tou pata nahi lekin kaprey achy pehne hain,Positive
Loreal,hamein khushi hai apko pasand aya,Positive
Loreal,meri zindagi asan kardi hai apne,Positive
Loreal,mujhe kaafi allergy hoti thi dusre istemal karne se lekin ye behtreen hai koi nuksaan mehsoos nh hua mujhe abhi tak,Positive
Loreal,fazool paise kharch horahy hain is mein,Negative
Loreal,mujhe ye kam paison mein miley thy lekin 2 number nikle,Negative
Loreal,apke mahireen k kehne pe mein jo jo azmaya sab acha hua,Positive
Loreal,mujhe purany achy baal wapas mil gaye,Positive
Loreal,kaafi kaam ki batein seekhne ko milti hian apse,Very Positive
Loreal,ab banae apne baloun ko or bhi qudurati khaas,Positive
Loreal,agar aap sahi cheez ka istemal karenge tou yakeenan acha nateeja milega,Positive
Loreal,meine loreal ki saari cheezein istemal ki hain bht acha tajurba raha hai mera,Very Positive
Loreal,kitni bari company hai or kese pagal bana rahy hian logo ko ye,Negative
Loreal,itni tou cream bhi nahi hoti andar jitni bari osko packaging hui vi hoti,Negative
Loreal,mujhe bilkul mayoos kardiya hai mere baloun k opar bilkul alag hi nateeja nikal aya hai,Negative
Loreal,sabse guzarish hai isko mat khareedein,Negative
Loreal,ham khushy aur khush qismati se aap ki khwahish puri karna chahtay hain,Very Positive
Loreal,sabki apni apni pasand hai or mujhe ye bht pasand aya,Very Positive
Loreal,apka jo paris mein show hua bht hi shandaar tha,Very Positive
Loreal,cheezon ka bilkul baraber use karne par oska faidah hoga,Positive
Loreal,boht kam jagah par hi ye dastiyaab hai.,Negative
Loreal,bohot halki cheez istemaal ki gayi hai ismein,Very Negative
Loreal,har bal pe alag alag rang hua hai. ajeeb se lagne lagy hain ab,Very Negative
Loreal,meine dekha hai yaha koi kisi k sawal ka jawab nh deta,Very Negative
Loreal,mere balon par har rang acha lagta hai,Positive
Loreal,ye konsi model hai isko ab badal dena chahye. kaafi time sa sarha hua munh dekh kar thak gye hain,Negative
Loreal,is mausam mein aap ke balon ko roshni ki jagah ban'nay den,Positive
Loreal,apna masla bataen ham hain thek karne k liye tayyar,Positive
Loreal,loug tou ese puch rahy hain jese sab kharedenge,Neutral
Loreal,pagal mat banao fazool ads bana kar,Negative
Loreal,isko istemal kar k mein ab baal khol kar rakhti hu,Neutral
Loreal,smell itni tezz hoti hai k samne wala uth kar bhaagjaye,Negative
Loreal,kitni pyaari lag rahi hain ap,Positive
Loreal,sabse achi zuban rangon ki zuban,Positive
Loreal,meine pichli bar use kiya tha tou foran hi rang charh gaya tha or kafi acha tha,Very Positive
Loreal,mere baal girne se bach gaye shukar hai,Positive
Loreal,"ab apko chamakdar, naram aur gehri parwarish mand balon ke liye tarapne ki zaroorat nahi hao. iske istemal se faidah uthae",Neutral
Loreal,kaafi din tak baal achy rehte hain,Very Positive
Loreal,sale mein cheez hamesha kharab milti hai,Negative
Loreal,kisi bari jagah pe baal bari ehmiyat rakhte hain. meine hamesha iska istemal achey se kiya hai,Positive
Loreal,mein modeling karti hun or iske istemal se mujhe kaafi faidah hua hai chehra nikharjata hai,Positive
Loreal,mein heran hun mujhe behtreen hai ye,Positive
Loreal,aap sabka kaam bohot acha hai,Very Positive
Loreal,zabardast bachat ke sath shandaar baal haasil karne ka waqt,Positive
Loreal,apki cheezein bilkul theek se kaam karti hain,Positive
UBL,UBL team ko mubarakbad . or unke kaam par hamein fakhar hai.,Positive
UBL,apne UBL debit card ka intizam karna chahtay ho? bilkul aasaan! UBL digital app ke sath,Positive
UBL,"hamaray sath raabtey mein rehne ke liye aap ka shukriya,",Positive
UBL,hai wo yakeeni tor par acha. lekin girte rehte hain paise,Negative
UBL,hamein likhne k liye aapka shukriya,Positive
UBL,ATM machine bhi aksar kharab reheti he aur bank ka log bhi acha sulooq nahi karte.,Very Negative
UBL,shehar mein zayega daar khano ko talaash karen UBL k sath,Positive
UBL,yeh badsoorat. . thos jungle hai. ziyada se ziyada raqam kamanay ke liye. . yeh un ke liye sirf aik kaarobar hai,Very Negative
UBL,nazare ke sath mayaari desi khanay ka lutaf uthayen .,Positive
UBL,mere mobile mein nahi chal rahi apki app,Negative
UBL,Karachi mein khanay ka aik umdah tajurbah. herat angaiz riayat se lutaf andoz honay ke liye apne UBL card istemaal karen,Positive
UBL,"hamesha yaad rakhen, bank amlah aap se kabhi bhi aap ki zaati maloomat ka mutalba nahi kere ga",Neutral
UBL,kisi bhi waqt aur kahin bhi apne tamam muawza aur jama shuda cheques par nazar rakhna ab behadd asaan,Positive
UBL,"agar aap ko kabhi bhi koi mashkook pegham masool hota hai to, is ka jawab nah den .",Neutral
UBL,sabse achi baat ye hai k aap kabhi apne customers ko akela nahi karte,Positive
UBL,sabka khayal karna bht mushkil hota hai lekin is bank mein behad asaan hai,Positive
